data,preco_fechamento,origem
2000-10-03 12:12:45.534022,96.75,real
2000-10-04 12:12:45.534022,94.81,real
2000-10-05 12:12:45.534022,94.37,real
2000-10-06 12:12:45.534022,91.56,real
2000-10-09 12:12:45.534022,90.25,real
2000-10-10 12:12:45.534022,93.94,real
2000-10-11 12:12:45.534022,93.62,real
2000-10-12 12:12:45.534022,97.0,real
2000-10-13 12:12:45.534022,95.0,real
2000-10-16 12:12:45.534022,95.87,real
2000-10-17 12:12:45.534022,94.06,real
2000-10-18 12:12:45.534022,94.62,real
2000-10-19 12:12:45.534022,93.75,real
2000-10-20 12:12:45.534022,98.0,real
2000-10-23 12:12:45.534022,103.94,real
2000-10-24 12:12:45.534022,107.87,real
2000-10-25 12:12:45.534022,106.06,real
2000-10-26 12:12:45.534022,104.5,real
2000-10-27 12:12:45.534022,105.0,real
2000-10-30 12:12:45.534022,104.19,real
2000-10-31 12:12:45.534022,103.06,real
2000-11-01 12:12:45.534022,103.42,real
2000-11-02 12:12:45.534022,105.27,real
2000-11-03 12:12:45.534022,111.87,real
2000-11-06 12:12:45.534022,116.0,real
2000-11-07 12:12:45.534022,116.62,real
2000-11-08 12:12:45.534022,118.28,real
2000-11-09 12:12:45.534022,113.37,real
2000-11-10 12:12:45.534022,109.0,real
2000-11-13 12:12:45.534022,109.7,real
2000-11-14 12:12:45.534022,109.25,real
2000-11-15 12:12:45.534022,107.0,real
2000-11-16 12:12:45.534022,109.19,real
2000-11-17 12:12:45.534022,110.0,real
2000-11-20 12:12:45.534022,109.2,real
2000-11-21 12:12:45.534022,110.12,real
2000-11-22 12:12:45.534022,108.0,real
2000-11-23 12:12:45.534022,108.62,real
2000-11-24 12:12:45.534022,109.75,real
2000-11-27 12:12:45.534022,109.81,real
2000-11-28 12:12:45.534022,109.0,real
2000-11-29 12:12:45.534022,108.75,real
2000-11-30 12:12:45.534022,107.87,real
2000-12-01 12:12:45.534022,116.0,real
2000-12-04 12:12:45.534022,112.06,real
2000-12-05 12:12:45.534022,116.0,real
2000-12-06 12:12:45.534022,114.0,real
2000-12-07 12:12:45.534022,113.5,real
2000-12-08 12:12:45.534022,118.0,real
2000-12-11 12:12:45.534022,119.0,real
2000-12-12 12:12:45.534022,119.5,real
2000-12-13 12:12:45.534022,118.25,real
2000-12-14 12:12:45.534022,119.62,real
2000-12-15 12:12:45.534022,115.75,real
2000-12-18 12:12:45.534022,119.5,real
2000-12-19 12:12:45.534022,119.0,real
2000-12-20 12:12:45.534022,121.5,real
2000-12-21 12:12:45.534022,121.5,real
2000-12-22 12:12:45.534022,119.12,real
2000-12-25 12:12:45.534022,116.75,real
2000-12-26 12:12:45.534022,113.5,real
2000-12-27 12:12:45.534022,111.56,real
2000-12-28 12:12:45.534022,112.25,real
2000-12-29 12:12:45.534022,110.0,real
2001-01-01 12:12:45.534022,113.5,real
2001-01-02 12:12:45.534022,117.12,real
2001-01-03 12:12:45.534022,115.62,real
2001-01-04 12:12:45.534022,114.12,real
2001-01-05 12:12:45.534022,118.81,real
2001-01-08 12:12:45.534022,117.37,real
2001-01-09 12:12:45.534022,119.12,real
2001-01-10 12:12:45.534022,115.37,real
2001-01-11 12:12:45.534022,116.06,real
2001-01-12 12:12:45.534022,117.12,real
2001-01-15 12:12:45.534022,115.75,real
2001-01-16 12:12:45.534022,116.75,real
2001-01-17 12:12:45.534022,112.5,real
2001-01-18 12:12:45.534022,111.0,real
2001-01-19 12:12:45.534022,108.75,real
2001-01-22 12:12:45.534022,110.5,real
2001-01-23 12:12:45.534022,108.0,real
2001-01-24 12:12:45.534022,104.5,real
2001-01-25 12:12:45.534022,102.75,real
2001-01-26 12:12:45.534022,100.25,real
2001-01-29 12:12:45.534022,103.12,real
2001-01-30 12:12:45.534022,108.0,real
2001-01-31 12:12:45.534022,103.06,real
2001-02-01 12:12:45.534022,103.0,real
2001-02-02 12:12:45.534022,106.25,real
2001-02-05 12:12:45.534022,108.0,real
2001-02-06 12:12:45.534022,105.25,real
2001-02-07 12:12:45.534022,107.69,real
2001-02-08 12:12:45.534022,108.62,real
2001-02-09 12:12:45.534022,107.0,real
2001-02-12 12:12:45.534022,109.0,real
2001-02-13 12:12:45.534022,110.0,real
2001-02-14 12:12:45.534022,112.75,real
2001-02-15 12:12:45.534022,113.5,real
2001-02-16 12:12:45.534022,114.25,real
2001-02-19 12:12:45.534022,115.25,real
2001-02-20 12:12:45.534022,120.62,real
2001-02-21 12:12:45.534022,126.87,real
2001-02-22 12:12:45.534022,122.5,real
2001-02-23 12:12:45.534022,119.0,real
2001-02-26 12:12:45.534022,122.75,real
2001-02-27 12:12:45.534022,118.37,real
2001-02-28 12:12:45.534022,122.0,real
2001-03-01 12:12:45.534022,121.19,real
2001-03-02 12:12:45.534022,125.0,real
2001-03-05 12:12:45.534022,122.75,real
2001-03-06 12:12:45.534022,123.12,real
2001-03-07 12:12:45.534022,122.12,real
2001-03-08 12:12:45.534022,119.37,real
2001-03-09 12:12:45.534022,113.75,real
2001-03-12 12:12:45.534022,110.62,real
2001-03-13 12:12:45.534022,105.0,real
2001-03-14 12:12:45.534022,111.87,real
2001-03-15 12:12:45.534022,111.5,real
2001-03-16 12:12:45.534022,105.0,real
2001-03-19 12:12:45.534022,104.0,real
2001-03-20 12:12:45.534022,106.5,real
2001-03-21 12:12:45.534022,112.5,real
2001-03-22 12:12:45.534022,110.5,real
2001-03-23 12:12:45.534022,110.62,real
2001-03-26 12:12:45.534022,111.5,real
2001-03-27 12:12:45.534022,112.0,real
2001-03-28 12:12:45.534022,111.37,real
2001-03-29 12:12:45.534022,108.12,real
2001-03-30 12:12:45.534022,107.62,real
2001-04-02 12:12:45.534022,107.87,real
2001-04-03 12:12:45.534022,109.75,real
2001-04-04 12:12:45.534022,109.0,real
2001-04-05 12:12:45.534022,103.0,real
2001-04-06 12:12:45.534022,104.44,real
2001-04-09 12:12:45.534022,104.44,real
2001-04-10 12:12:45.534022,104.19,real
2001-04-11 12:12:45.534022,109.0,real
2001-04-12 12:12:45.534022,107.87,real
2001-04-13 12:12:45.534022,106.06,real
2001-04-16 12:12:45.534022,106.44,real
2001-04-17 12:12:45.534022,109.25,real
2001-04-18 12:12:45.534022,107.37,real
2001-04-19 12:12:45.534022,109.62,real
2001-04-20 12:12:45.534022,106.5,real
2001-04-23 12:12:45.534022,106.94,real
2001-04-24 12:12:45.534022,110.94,real
2001-04-25 12:12:45.534022,107.31,real
2001-04-26 12:12:45.534022,106.0,real
2001-04-27 12:12:45.534022,108.81,real
2001-04-30 12:12:45.534022,112.81,real
2001-05-01 12:12:45.534022,112.37,real
2001-05-02 12:12:45.534022,121.0,real
2001-05-03 12:12:45.534022,119.75,real
2001-05-04 12:12:45.534022,119.69,real
2001-05-07 12:12:45.534022,118.84,real
2001-05-08 12:12:45.534022,119.31,real
2001-05-09 12:12:45.534022,116.0,real
2001-05-10 12:12:45.534022,116.81,real
2001-05-11 12:12:45.534022,113.25,real
2001-05-14 12:12:45.534022,120.37,real
2001-05-15 12:12:45.534022,116.37,real
2001-05-16 12:12:45.534022,114.5,real
2001-05-17 12:12:45.534022,111.81,real
2001-05-18 12:12:45.534022,111.87,real
2001-05-21 12:12:45.534022,114.41,real
2001-05-22 12:12:45.534022,109.75,real
2001-05-23 12:12:45.534022,113.78,real
2001-05-24 12:12:45.534022,114.0,real
2001-05-25 12:12:45.534022,109.56,real
2001-05-28 12:12:45.534022,109.5,real
2001-05-29 12:12:45.534022,105.0,real
2001-05-30 12:12:45.534022,101.25,real
2001-05-31 12:12:45.534022,105.06,real
2001-06-01 12:12:45.534022,103.31,real
2001-06-04 12:12:45.534022,102.0,real
2001-06-05 12:12:45.534022,104.62,real
2001-06-06 12:12:45.534022,104.0,real
2001-06-07 12:12:45.534022,103.94,real
2001-06-08 12:12:45.534022,105.5,real
2001-06-11 12:12:45.534022,103.31,real
2001-06-12 12:12:45.534022,108.75,real
2001-06-13 12:12:45.534022,117.25,real
2001-06-14 12:12:45.534022,114.75,real
2001-06-15 12:12:45.534022,112.5,real
2001-06-18 12:12:45.534022,112.0,real
2001-06-19 12:12:45.534022,109.87,real
2001-06-20 12:12:45.534022,110.31,real
2001-06-21 12:12:45.534022,111.81,real
2001-06-22 12:12:45.534022,112.25,real
2001-06-25 12:12:45.534022,110.5,real
2001-06-26 12:12:45.534022,114.25,real
2001-06-27 12:12:45.534022,116.0,real
2001-06-28 12:12:45.534022,115.87,real
2001-06-29 12:12:45.534022,116.31,real
2001-07-02 12:12:45.534022,118.87,real
2001-07-03 12:12:45.534022,118.75,real
2001-07-04 12:12:45.534022,119.75,real
2001-07-05 12:12:45.534022,120.62,real
2001-07-06 12:12:45.534022,123.25,real
2001-07-09 12:12:45.534022,122.0,real
2001-07-10 12:12:45.534022,122.37,real
2001-07-11 12:12:45.534022,122.5,real
2001-07-12 12:12:45.534022,120.44,real
2001-07-13 12:12:45.534022,121.44,real
2001-07-16 12:12:45.534022,121.37,real
2001-07-17 12:12:45.534022,123.25,real
2001-07-18 12:12:45.534022,124.81,real
2001-07-19 12:12:45.534022,129.0,real
2001-07-20 12:12:45.534022,131.5,real
2001-07-23 12:12:45.534022,132.88,real
2001-07-24 12:12:45.534022,130.31,real
2001-07-25 12:12:45.534022,132.02,real
2001-07-26 12:12:45.534022,133.63,real
2001-07-27 12:12:45.534022,131.19,real
2001-07-30 12:12:45.534022,131.44,real
2001-07-31 12:12:45.534022,133.38,real
2001-08-01 12:12:45.534022,129.5,real
2001-08-02 12:12:45.534022,124.5,real
2001-08-03 12:12:45.534022,125.0,real
2001-08-06 12:12:45.534022,127.69,real
2001-08-07 12:12:45.534022,126.87,real
2001-08-08 12:12:45.534022,125.0,real
2001-08-09 12:12:45.534022,123.25,real
2001-08-10 12:12:45.534022,124.94,real
2001-08-13 12:12:45.534022,124.75,real
2001-08-14 12:12:45.534022,121.5,real
2001-08-15 12:12:45.534022,123.87,real
2001-08-16 12:12:45.534022,123.0,real
2001-08-17 12:12:45.534022,119.12,real
2001-08-20 12:12:45.534022,118.0,real
2001-08-21 12:12:45.534022,115.25,real
2001-08-22 12:12:45.534022,112.62,real
2001-08-23 12:12:45.534022,117.81,real
2001-08-24 12:12:45.534022,110.56,real
2001-08-27 12:12:45.534022,114.37,real
2001-08-28 12:12:45.534022,113.19,real
2001-08-29 12:12:45.534022,116.0,real
2001-08-30 12:12:45.534022,117.94,real
2001-08-31 12:12:45.534022,114.87,real
2001-09-03 12:12:45.534022,112.0,real
2001-09-04 12:12:45.534022,103.12,real
2001-09-05 12:12:45.534022,109.06,real
2001-09-06 12:12:45.534022,111.12,real
2001-09-07 12:12:45.534022,113.0,real
2001-09-10 12:12:45.534022,95.44,real
2001-09-11 12:12:45.534022,96.44,real
2001-09-12 12:12:45.534022,94.75,real
2001-09-13 12:12:45.534022,92.87,real
2001-09-14 12:12:45.534022,91.44,real
2001-09-17 12:12:45.534022,87.56,real
2001-09-18 12:12:45.534022,92.75,real
2001-09-19 12:12:45.534022,93.69,real
2001-09-20 12:12:45.534022,93.31,real
2001-09-21 12:12:45.534022,98.5,real
2001-09-24 12:12:45.534022,98.56,real
2001-09-25 12:12:45.534022,101.94,real
2001-09-26 12:12:45.534022,100.12,real
2001-09-27 12:12:45.534022,100.31,real
2001-09-28 12:12:45.534022,102.31,real
2001-10-01 12:12:45.534022,100.0,real
2001-10-02 12:12:45.534022,99.44,real
2001-10-03 12:12:45.534022,93.0,real
2001-10-04 12:12:45.534022,97.44,real
2001-10-05 12:12:45.534022,99.5,real
2001-10-08 12:12:45.534022,99.37,real
2001-10-09 12:12:45.534022,98.25,real
2001-10-10 12:12:45.534022,101.94,real
2001-10-11 12:12:45.534022,103.25,real
2001-10-12 12:12:45.534022,98.5,real
2001-10-15 12:12:45.534022,98.5,real
2001-10-16 12:12:45.534022,99.94,real
2001-10-17 12:12:45.534022,98.44,real
2001-10-18 12:12:45.534022,97.87,real
2001-10-19 12:12:45.534022,99.81,real
2001-10-22 12:12:45.534022,93.5,real
2001-10-23 12:12:45.534022,95.62,real
2001-10-24 12:12:45.534022,98.37,real
2001-10-25 12:12:45.534022,103.37,real
2001-10-26 12:12:45.534022,96.75,real
2001-10-29 12:12:45.534022,93.12,real
2001-10-30 12:12:45.534022,97.0,real
2001-10-31 12:12:45.534022,95.0,real
2001-11-01 12:12:45.534022,93.87,real
2001-11-02 12:12:45.534022,91.25,real
2001-11-05 12:12:45.534022,92.44,real
2001-11-06 12:12:45.534022,87.81,real
2001-11-07 12:12:45.534022,90.5,real
2001-11-08 12:12:45.534022,90.12,real
2001-11-09 12:12:45.534022,86.0,real
2001-11-12 12:12:45.534022,81.56,real
2001-11-13 12:12:45.534022,89.0,real
2001-11-14 12:12:45.534022,84.81,real
2001-11-15 12:12:45.534022,84.69,real
2001-11-16 12:12:45.534022,85.25,real
2001-11-19 12:12:45.534022,85.0,real
2001-11-20 12:12:45.534022,84.81,real
2001-11-21 12:12:45.534022,94.62,real
2001-11-22 12:12:45.534022,93.19,real
2001-11-23 12:12:45.534022,94.0,real
2001-11-26 12:12:45.534022,93.56,real
2001-11-27 12:12:45.534022,92.56,real
2001-11-28 12:12:45.534022,93.44,real
2001-11-29 12:12:45.534022,93.69,real
2001-11-30 12:12:45.534022,93.81,real
2001-12-03 12:12:45.534022,92.75,real
2001-12-04 12:12:45.534022,96.69,real
2001-12-05 12:12:45.534022,108.31,real
2001-12-06 12:12:45.534022,111.25,real
2001-12-07 12:12:45.534022,108.56,real
2001-12-10 12:12:45.534022,109.06,real
2001-12-11 12:12:45.534022,110.44,real
2001-12-12 12:12:45.534022,110.75,real
2001-12-13 12:12:45.534022,114.19,real
2001-12-14 12:12:45.534022,114.98,real
2001-12-17 12:12:45.534022,116.61,real
2001-12-18 12:12:45.534022,112.0,real
2001-12-19 12:12:45.534022,114.05,real
2001-12-20 12:12:45.534022,110.27,real
2001-12-21 12:12:45.534022,112.22,real
2001-12-24 12:12:45.534022,114.19,real
2001-12-25 12:12:45.534022,116.91,real
2001-12-26 12:12:45.534022,114.1,real
2001-12-27 12:12:45.534022,112.0,real
2001-12-28 12:12:45.534022,114.9,real
2001-12-31 12:12:45.534022,113.75,real
2002-01-01 12:12:45.534022,115.1,real
2002-01-02 12:12:45.534022,116.78,real
2002-01-03 12:12:45.534022,115.0,real
2002-01-04 12:12:45.534022,111.5,real
2002-01-07 12:12:45.534022,107.51,real
2002-01-08 12:12:45.534022,108.9,real
2002-01-09 12:12:45.534022,104.0,real
2002-01-10 12:12:45.534022,105.3,real
2002-01-11 12:12:45.534022,102.59,real
2002-01-14 12:12:45.534022,99.9,real
2002-01-15 12:12:45.534022,106.05,real
2002-01-16 12:12:45.534022,102.3,real
2002-01-17 12:12:45.534022,104.91,real
2002-01-18 12:12:45.534022,106.0,real
2002-01-21 12:12:45.534022,107.55,real
2002-01-22 12:12:45.534022,106.47,real
2002-01-23 12:12:45.534022,99.29,real
2002-01-24 12:12:45.534022,95.49,real
2002-01-25 12:12:45.534022,98.39,real
2002-01-28 12:12:45.534022,94.96,real
2002-01-29 12:12:45.534022,95.56,real
2002-01-30 12:12:45.534022,90.1,real
2002-01-31 12:12:45.534022,92.6,real
2002-02-01 12:12:45.534022,88.3,real
2002-02-04 12:12:45.534022,89.08,real
2002-02-05 12:12:45.534022,89.1,real
2002-02-06 12:12:45.534022,93.51,real
2002-02-07 12:12:45.534022,95.4,real
2002-02-08 12:12:45.534022,99.5,real
2002-02-11 12:12:45.534022,94.41,real
2002-02-12 12:12:45.534022,95.04,real
2002-02-13 12:12:45.534022,96.18,real
2002-02-14 12:12:45.534022,94.66,real
2002-02-15 12:12:45.534022,90.39,real
2002-02-18 12:12:45.534022,92.0,real
2002-02-19 12:12:45.534022,98.21,real
2002-02-20 12:12:45.534022,97.95,real
2002-02-21 12:12:45.534022,96.0,real
2002-02-22 12:12:45.534022,99.05,real
2002-02-25 12:12:45.534022,97.43,real
2002-02-26 12:12:45.534022,96.2,real
2002-02-27 12:12:45.534022,96.75,real
2002-02-28 12:12:45.534022,99.7,real
2002-03-01 12:12:45.534022,106.5,real
2002-03-04 12:12:45.534022,114.47,real
2002-03-05 12:12:45.534022,114.83,real
2002-03-06 12:12:45.534022,112.0,real
2002-03-07 12:12:45.534022,112.67,real
2002-03-08 12:12:45.534022,114.85,real
2002-03-11 12:12:45.534022,113.74,real
2002-03-12 12:12:45.534022,116.2,real
2002-03-13 12:12:45.534022,115.14,real
2002-03-14 12:12:45.534022,118.51,real
2002-03-15 12:12:45.534022,115.4,real
2002-03-18 12:12:45.534022,113.7,real
2002-03-19 12:12:45.534022,115.86,real
2002-03-20 12:12:45.534022,115.9,real
2002-03-21 12:12:45.534022,117.7,real
2002-03-22 12:12:45.534022,116.98,real
2002-03-25 12:12:45.534022,115.2,real
2002-03-26 12:12:45.534022,111.81,real
2002-03-27 12:12:45.534022,112.56,real
2002-03-28 12:12:45.534022,113.58,real
2002-03-29 12:12:45.534022,115.8,real
2002-04-01 12:12:45.534022,115.07,real
2002-04-02 12:12:45.534022,117.44,real
2002-04-03 12:12:45.534022,119.04,real
2002-04-04 12:12:45.534022,118.01,real
2002-04-05 12:12:45.534022,117.4,real
2002-04-08 12:12:45.534022,119.6,real
2002-04-09 12:12:45.534022,117.8,real
2002-04-10 12:12:45.534022,115.27,real
2002-04-11 12:12:45.534022,112.65,real
2002-04-12 12:12:45.534022,111.8,real
2002-04-15 12:12:45.534022,112.89,real
2002-04-16 12:12:45.534022,113.64,real
2002-04-17 12:12:45.534022,116.97,real
2002-04-18 12:12:45.534022,117.5,real
2002-04-19 12:12:45.534022,117.25,real
2002-04-22 12:12:45.534022,116.1,real
2002-04-23 12:12:45.534022,117.36,real
2002-04-24 12:12:45.534022,117.25,real
2002-04-25 12:12:45.534022,116.54,real
2002-04-26 12:12:45.534022,115.75,real
2002-04-29 12:12:45.534022,113.6,real
2002-04-30 12:12:45.534022,114.27,real
2002-05-01 12:12:45.534022,114.84,real
2002-05-02 12:12:45.534022,113.09,real
2002-05-03 12:12:45.534022,112.6,real
2002-05-06 12:12:45.534022,112.87,real
2002-05-07 12:12:45.534022,112.65,real
2002-05-08 12:12:45.534022,113.04,real
2002-05-09 12:12:45.534022,113.52,real
2002-05-10 12:12:45.534022,115.1,real
2002-05-13 12:12:45.534022,113.5,real
2002-05-14 12:12:45.534022,114.35,real
2002-05-15 12:12:45.534022,112.98,real
2002-05-16 12:12:45.534022,112.1,real
2002-05-17 12:12:45.534022,106.5,real
2002-05-20 12:12:45.534022,104.72,real
2002-05-21 12:12:45.534022,101.96,real
2002-05-22 12:12:45.534022,103.85,real
2002-05-23 12:12:45.534022,107.25,real
2002-05-24 12:12:45.534022,108.53,real
2002-05-27 12:12:45.534022,107.82,real
2002-05-28 12:12:45.534022,108.53,real
2002-05-29 12:12:45.534022,104.28,real
2002-05-30 12:12:45.534022,104.0,real
2002-05-31 12:12:45.534022,105.7,real
2002-06-03 12:12:45.534022,105.85,real
2002-06-04 12:12:45.534022,104.51,real
2002-06-05 12:12:45.534022,104.89,real
2002-06-06 12:12:45.534022,106.0,real
2002-06-07 12:12:45.534022,104.7,real
2002-06-10 12:12:45.534022,105.85,real
2002-06-11 12:12:45.534022,105.21,real
2002-06-12 12:12:45.534022,107.06,real
2002-06-13 12:12:45.534022,108.8,real
2002-06-14 12:12:45.534022,108.18,real
2002-06-17 12:12:45.534022,106.51,real
2002-06-18 12:12:45.534022,106.25,real
2002-06-19 12:12:45.534022,104.19,real
2002-06-20 12:12:45.534022,104.08,real
2002-06-21 12:12:45.534022,104.95,real
2002-06-24 12:12:45.534022,105.86,real
2002-06-25 12:12:45.534022,106.2,real
2002-06-26 12:12:45.534022,105.01,real
2002-06-27 12:12:45.534022,105.75,real
2002-06-28 12:12:45.534022,104.59,real
2002-07-01 12:12:45.534022,104.1,real
2002-07-02 12:12:45.534022,101.89,real
2002-07-03 12:12:45.534022,103.96,real
2002-07-04 12:12:45.534022,103.0,real
2002-07-05 12:12:45.534022,106.99,real
2002-07-08 12:12:45.534022,106.86,real
2002-07-09 12:12:45.534022,104.95,real
2002-07-10 12:12:45.534022,104.13,real
2002-07-11 12:12:45.534022,100.36,real
2002-07-12 12:12:45.534022,99.95,real
2002-07-15 12:12:45.534022,101.49,real
2002-07-16 12:12:45.534022,100.35,real
2002-07-17 12:12:45.534022,98.0,real
2002-07-18 12:12:45.534022,96.59,real
2002-07-19 12:12:45.534022,96.47,real
2002-07-22 12:12:45.534022,93.34,real
2002-07-23 12:12:45.534022,96.4,real
2002-07-24 12:12:45.534022,96.0,real
2002-07-25 12:12:45.534022,93.4,real
2002-07-26 12:12:45.534022,90.5,real
2002-07-29 12:12:45.534022,94.8,real
2002-07-30 12:12:45.534022,94.45,real
2002-07-31 12:12:45.534022,91.3,real
2002-08-01 12:12:45.534022,90.0,real
2002-08-02 12:12:45.534022,91.72,real
2002-08-05 12:12:45.534022,92.71,real
2002-08-06 12:12:45.534022,93.77,real
2002-08-07 12:12:45.534022,96.95,real
2002-08-08 12:12:45.534022,97.31,real
2002-08-09 12:12:45.534022,98.02,real
2002-08-12 12:12:45.534022,98.5,real
2002-08-13 12:12:45.534022,97.14,real
2002-08-14 12:12:45.534022,97.25,real
2002-08-15 12:12:45.534022,99.4,real
2002-08-16 12:12:45.534022,100.84,real
2002-08-19 12:12:45.534022,102.0,real
2002-08-20 12:12:45.534022,101.85,real
2002-08-21 12:12:45.534022,102.9,real
2002-08-22 12:12:45.534022,101.26,real
2002-08-23 12:12:45.534022,102.65,real
2002-08-26 12:12:45.534022,105.25,real
2002-08-27 12:12:45.534022,105.81,real
2002-08-28 12:12:45.534022,108.57,real
2002-08-29 12:12:45.534022,110.66,real
2002-08-30 12:12:45.534022,111.16,real
2002-09-02 12:12:45.534022,108.62,real
2002-09-03 12:12:45.534022,108.65,real
2002-09-04 12:12:45.534022,108.07,real
2002-09-05 12:12:45.534022,109.89,real
2002-09-06 12:12:45.534022,109.5,real
2002-09-09 12:12:45.534022,109.97,real
2002-09-10 12:12:45.534022,113.61,real
2002-09-11 12:12:45.534022,113.85,real
2002-09-12 12:12:45.534022,113.81,real
2002-09-13 12:12:45.534022,114.08,real
2002-09-16 12:12:45.534022,114.86,real
2002-09-17 12:12:45.534022,116.7,real
2002-09-18 12:12:45.534022,114.35,real
2002-09-19 12:12:45.534022,114.75,real
2002-09-20 12:12:45.534022,114.5,real
2002-09-23 12:12:45.534022,115.0,real
2002-09-24 12:12:45.534022,115.44,real
2002-09-25 12:12:45.534022,114.34,real
2002-09-26 12:12:45.534022,115.35,real
2002-09-27 12:12:45.534022,116.33,real
2002-09-30 12:12:45.534022,114.2,real
2002-10-01 12:12:45.534022,112.15,real
2002-10-02 12:12:45.534022,114.43,real
2002-10-03 12:12:45.534022,115.59,real
2002-10-04 12:12:45.534022,114.13,real
2002-10-07 12:12:45.534022,116.64,real
2002-10-08 12:12:45.534022,121.4,real
2002-10-09 12:12:45.534022,120.14,real
2002-10-10 12:12:45.534022,120.4,real
2002-10-11 12:12:45.534022,119.66,real
2002-10-14 12:12:45.534022,121.5,real
2002-10-15 12:12:45.534022,123.2,real
2002-10-16 12:12:45.534022,120.25,real
2002-10-17 12:12:45.534022,121.1,real
2002-10-18 12:12:45.534022,121.34,real
2002-10-21 12:12:45.534022,122.2,real
2002-10-22 12:12:45.534022,123.89,real
2002-10-23 12:12:45.534022,122.7,real
2002-10-24 12:12:45.534022,122.0,real
2002-10-25 12:12:45.534022,121.45,real
2002-10-28 12:12:45.534022,122.4,real
2002-10-29 12:12:45.534022,123.5,real
2002-10-30 12:12:45.534022,122.9,real
2002-10-31 12:12:45.534022,120.96,real
2002-11-01 12:12:45.534022,121.5,real
2002-11-04 12:12:45.534022,123.66,real
2002-11-05 12:12:45.534022,125.6,real
2002-11-06 12:12:45.534022,124.05,real
2002-11-07 12:12:45.534022,124.7,real
2002-11-08 12:12:45.534022,124.49,real
2002-11-11 12:12:45.534022,122.14,real
2002-11-12 12:12:45.534022,120.31,real
2002-11-13 12:12:45.534022,118.05,real
2002-11-14 12:12:45.534022,118.85,real
2002-11-15 12:12:45.534022,117.4,real
2002-11-18 12:12:45.534022,119.9,real
2002-11-19 12:12:45.534022,114.25,real
2002-11-20 12:12:45.534022,110.5,real
2002-11-21 12:12:45.534022,107.9,real
2002-11-22 12:12:45.534022,108.72,real
2002-11-25 12:12:45.534022,109.28,real
2002-11-26 12:12:45.534022,108.15,real
2002-11-27 12:12:45.534022,103.0,real
2002-11-28 12:12:45.534022,105.55,real
2002-11-29 12:12:45.534022,107.89,real
2002-12-02 12:12:45.534022,108.0,real
2002-12-03 12:12:45.534022,106.8,real
2002-12-04 12:12:45.534022,106.3,real
2002-12-05 12:12:45.534022,106.63,real
2002-12-06 12:12:45.534022,103.91,real
2002-12-09 12:12:45.534022,104.99,real
2002-12-10 12:12:45.534022,107.38,real
2002-12-11 12:12:45.534022,106.57,real
2002-12-12 12:12:45.534022,108.07,real
2002-12-13 12:12:45.534022,107.89,real
2002-12-16 12:12:45.534022,102.89,real
2002-12-17 12:12:45.534022,101.3,real
2002-12-18 12:12:45.534022,99.31,real
2002-12-19 12:12:45.534022,96.38,real
2002-12-20 12:12:45.534022,98.45,real
2002-12-23 12:12:45.534022,98.3,real
2002-12-24 12:12:45.534022,97.15,real
2002-12-25 12:12:45.534022,97.83,real
2002-12-26 12:12:45.534022,98.12,real
2002-12-27 12:12:45.534022,103.02,real
2002-12-30 12:12:45.534022,105.9,real
2002-12-31 12:12:45.534022,105.67,real
2003-01-01 12:12:45.534022,106.3,real
2003-01-02 12:12:45.534022,103.71,real
2003-01-03 12:12:45.534022,105.09,real
2003-01-06 12:12:45.534022,105.24,real
2003-01-07 12:12:45.534022,108.5,real
2003-01-08 12:12:45.534022,107.18,real
2003-01-09 12:12:45.534022,106.6,real
2003-01-10 12:12:45.534022,106.79,real
2003-01-13 12:12:45.534022,106.35,real
2003-01-14 12:12:45.534022,107.49,real
2003-01-15 12:12:45.534022,105.5,real
2003-01-16 12:12:45.534022,106.78,real
2003-01-17 12:12:45.534022,105.6,real
2003-01-20 12:12:45.534022,103.56,real
2003-01-21 12:12:45.534022,102.9,real
2003-01-22 12:12:45.534022,103.39,real
2003-01-23 12:12:45.534022,104.0,real
2003-01-24 12:12:45.534022,102.86,real
2003-01-27 12:12:45.534022,100.95,real
2003-01-28 12:12:45.534022,99.96,real
2003-01-29 12:12:45.534022,100.84,real
2003-01-30 12:12:45.534022,97.25,real
2003-01-31 12:12:45.534022,87.41,real
2003-02-03 12:12:45.534022,87.74,real
2003-02-04 12:12:45.534022,89.01,real
2003-02-05 12:12:45.534022,84.19,real
2003-02-06 12:12:45.534022,85.6,real
2003-02-07 12:12:45.534022,85.35,real
2003-02-10 12:12:45.534022,86.2,real
2003-02-11 12:12:45.534022,84.81,real
2003-02-12 12:12:45.534022,88.95,real
2003-02-13 12:12:45.534022,89.0,real
2003-02-14 12:12:45.534022,87.93,real
2003-02-17 12:12:45.534022,87.33,real
2003-02-18 12:12:45.534022,86.5,real
2003-02-19 12:12:45.534022,86.71,real
2003-02-20 12:12:45.534022,84.71,real
2003-02-21 12:12:45.534022,83.89,real
2003-02-24 12:12:45.534022,83.76,real
2003-02-25 12:12:45.534022,84.3,real
2003-02-26 12:12:45.534022,83.86,real
2003-02-27 12:12:45.534022,81.78,real
2003-02-28 12:12:45.534022,76.0,real
2003-03-03 12:12:45.534022,76.5,real
2003-03-04 12:12:45.534022,82.45,real
2003-03-05 12:12:45.534022,79.93,real
2003-03-06 12:12:45.534022,79.68,real
2003-03-07 12:12:45.534022,82.19,real
2003-03-10 12:12:45.534022,85.48,real
